order_id,date,item_name,item_type,item_price,quantity,transaction_amount,transaction_type,received_by,time_of_sale,day_of_week,month,order_size,workload_level
247,2022-03-10,Sugarcane Juice,Beverages,$25,6,$150,NULL,Mr.,Midnight,Thursday,March,Medium,Medium
248,2022-04-17,Frankie,Fastfood,$50,5,$250,Online,Mrs.,Midnight,Sunday,April,Small,Low
249,2022-10-26,Sugarcane Juice,Beverages,$25,3,$75,Online,Mrs.,Afternoon,Wednesday,October,Small,Low
250,2022-11-15,Sugarcane Juice,Beverages,$25,6,$150,Online,Mrs.,Midnight,Tuesday,November,Medium,Medium
251,2022-12-21,Cold Coffee,Beverages,$40,13,$520,NULL,Mrs.,Afternoon,Wednesday,December,Large,High
252,2023-03-26,Vadapav,Fastfood,$20,8,$160,Online,Mr.,Midnight,Sunday,March,Medium,Medium
253,2022-06-18,Sugarcane Juice,Beverages,$25,13,$325,Online,Mr.,Afternoon,Saturday,June,Large,High
254,2022-09-10,Cold Coffee,Beverages,$40,12,$480,NULL,Mrs.,Afternoon,Saturday,September,Large,High
255,2022-04-30,Vadapav,Fastfood,$20,7,$140,NULL,Mrs.,Afternoon,Saturday,April,Medium,Medium
256,2023-03-16,Aalopuri,Fastfood,$20,3,$60,Online,Mrs.,Midnight,Thursday,March,Small,Low
257,2023-03-01,Sandwich,Fastfood,$60,10,$600,Cash,Mrs.,Midnight,Wednesday,March,Medium,Medium
258,2022-06-09,Vadapav,Fastfood,$20,14,$280,Cash,Mr.,Midnight,Thursday,June,Large,High
259,2022-11-18,Sandwich,Fastfood,$60,4,$240,Online,Mr.,Morning,Friday,November,Small,Low
260,2022-10-09,Sugarcane Juice,Beverages,$25,2,$50,Online,Mrs.,Night,Sunday,October,Small,Low
261,2023-11-01,Frankie,Fastfood,$50,9,$450,Cash,Mrs.,Midnight,Wednesday,November,Medium,Medium
262,2023-05-03,Vadapav,Fastfood,$20,5,$100,NULL,Mrs.,Evening,Wednesday,May,Small,Low
263,2022-06-19,Panipuri,Fastfood,$20,2,$40,Cash,Mr.,Evening,Sunday,June,Small,Low
264,2022-07-18,Sugarcane Juice,Beverages,$25,12,$300,Online,Mr.,Morning,Monday,July,Large,High
265,2022-08-15,Vadapav,Fastfood,$20,6,$120,Cash,Mr.,Midnight,Monday,August,Medium,Medium
266,2022-02-10,Frankie,Fastfood,$50,10,$500,Online,Mrs.,Night,Thursday,February,Medium,Medium
267,2023-05-03,Vadapav,Fastfood,$20,1,$20,Cash,Mr.,Morning,Wednesday,May,Small,Low
268,2023-05-02,Cold Coffee,Beverages,$40,12,$480,Cash,Mrs.,Midnight,Tuesday,May,Large,High
269,2022-12-22,Panipuri,Fastfood,$20,2,$40,NULL,Mrs.,Midnight,Thursday,December,Small,Low
270,2022-07-09,Sandwich,Fastfood,$60,13,$780,Cash,Mr.,Evening,Saturday,July,Large,High
271,2022-03-05,Vadapav,Fastfood,$20,13,$260,Cash,Mr.,Evening,Saturday,March,Large,High
272,2022-07-29,Frankie,Fastfood,$50,5,$250,Online,Mrs.,Night,Friday,July,Small,Low
273,2022-08-15,Panipuri,Fastfood,$20,15,$300,Cash,Mr.,Midnight,Monday,August,Large,High
274,2023-04-01,Sugarcane Juice,Beverages,$25,10,$250,Online,Mr.,Night,Saturday,April,Medium,Medium
275,2023-04-02,Vadapav,Fastfood,$20,15,$300,Online,Mr.,Night,Sunday,April,Large,High
276,2022-09-30,Sugarcane Juice,Beverages,$25,6,$150,Cash,Mr.,Midnight,Friday,September,Medium,Medium
277,2022-08-12,Cold Coffee,Beverages,$40,13,$520,Cash,Mrs.,Midnight,Friday,August,Large,High
278,2022-06-19,Frankie,Fastfood,$50,6,$300,Online,Mrs.,Night,Sunday,June,Medium,Medium
279,2022-09-14,Vadapav,Fastfood,$20,15,$300,Cash,Mrs.,Afternoon,Wednesday,September,Large,High
280,2022-09-10,Panipuri,Fastfood,$20,14,$280,Online,Mrs.,Evening,Saturday,September,Large,High
281,2022-09-08,Sandwich,Fastfood,$60,3,$180,Cash,Mrs.,Afternoon,Thursday,September,Small,Low
282,2022-05-16,Vadapav,Fastfood,$20,13,$260,NULL,Mrs.,Morning,Monday,May,Large,High
283,2022-02-07,Panipuri,Fastfood,$20,2,$40,Cash,Mrs.,Midnight,Monday,February,Small,Low
284,2023-01-29,Frankie,Fastfood,$50,7,$350,NULL,Mr.,Afternoon,Sunday,January,Medium,Medium
285,2022-06-28,Aalopuri,Fastfood,$20,3,$60,NULL,Mr.,Night,Tuesday,June,Small,Low
286,2022-12-14,Vadapav,Fastfood,$20,6,$120,NULL,Mr.,Night,Wednesday,December,Medium,Medium
287,2022-06-08,Aalopuri,Fastfood,$20,3,$60,Cash,Mr.,Morning,Wednesday,June,Small,Low
288,2022-08-22,Sandwich,Fastfood,$60,7,$420,Cash,Mr.,Night,Monday,August,Medium,Medium
289,2022-11-28,Aalopuri,Fastfood,$20,7,$140,Online,Mrs.,Midnight,Monday,November,Medium,Medium
290,2022-03-05,Panipuri,Fastfood,$20,7,$140,Cash,Mrs.,Morning,Saturday,March,Medium,Medium
291,2023-01-27,Frankie,Fastfood,$50,8,$400,Online,Mrs.,Night,Friday,January,Medium,Medium
292,2023-01-16,Frankie,Fastfood,$50,2,$100,Cash,Mrs.,Midnight,Monday,January,Small,Low
293,2022-04-21,Panipuri,Fastfood,$20,8,$160,Online,Mrs.,Morning,Thursday,April,Medium,Medium
294,2022-09-23,Aalopuri,Fastfood,$20,1,$20,Cash,Mrs.,Evening,Friday,September,Small,Low
295,2022-07-21,Sandwich,Fastfood,$60,7,$420,Cash,Mr.,Midnight,Thursday,July,Medium,Medium
296,2023-06-02,Panipuri,Fastfood,$20,7,$140,Cash,Mrs.,Afternoon,Friday,June,Medium,Medium
297,2022-04-30,Sandwich,Fastfood,$60,10,$600,Online,Mr.,Evening,Saturday,April,Medium,Medium
298,2022-07-19,Sugarcane Juice,Beverages,$25,9,$225,Cash,Mrs.,Afternoon,Tuesday,July,Medium,Medium
299,2022-07-22,Aalopuri,Fastfood,$20,1,$20,Online,Mrs.,Evening,Friday,July,Small,Low
300,2022-06-27,Aalopuri,Fastfood,$20,8,$160,Cash,Mr.,Afternoon,Monday,June,Medium,Medium
301,2023-01-28,Panipuri,Fastfood,$20,7,$140,Cash,Mr.,Night,Saturday,January,Medium,Medium
302,2023-03-21,Aalopuri,Fastfood,$20,14,$280,Cash,Mr.,Night,Tuesday,March,Large,High
303,2022-02-07,Sugarcane Juice,Beverages,$25,1,$25,Cash,Mrs.,Midnight,Monday,February,Small,Low
304,2022-05-28,Vadapav,Fastfood,$20,15,$300,Online,Mr.,Morning,Saturday,May,Large,High
305,2023-05-03,Panipuri,Fastfood,$20,4,$80,NULL,Mrs.,Morning,Wednesday,May,Small,Low
306,2023-03-03,Cold Coffee,Beverages,$40,8,$320,Online,Mrs.,Morning,Friday,March,Medium,Medium
307,2023-02-13,Vadapav,Fastfood,$20,8,$160,Cash,Mr.,Evening,Monday,February,Medium,Medium
308,2022-12-17,Sandwich,Fastfood,$60,13,$780,Online,Mr.,Evening,Saturday,December,Large,High
309,2022-10-14,Sandwich,Fastfood,$60,8,$480,Online,Mr.,Evening,Friday,October,Medium,Medium
310,2022-04-25,Vadapav,Fastfood,$20,4,$80,Cash,Mr.,Afternoon,Monday,April,Small,Low
311,2022-07-31,Frankie,Fastfood,$50,7,$350,NULL,Mrs.,Morning,Sunday,July,Medium,Medium
312,2022-12-28,Cold Coffee,Beverages,$40,1,$40,Cash,Mrs.,Night,Wednesday,December,Small,Low
313,2022-04-19,Cold Coffee,Beverages,$40,1,$40,Cash,Mr.,Midnight,Tuesday,April,Small,Low
314,2023-02-27,Frankie,Fastfood,$50,8,$400,Online,Mrs.,Morning,Monday,February,Medium,Medium
315,2023-02-20,Cold Coffee,Beverages,$40,13,$520,Online,Mrs.,Afternoon,Monday,February,Large,High
316,2022-02-11,Frankie,Fastfood,$50,4,$200,Online,Mr.,Morning,Friday,February,Small,Low
317,2023-10-03,Aalopuri,Fastfood,$20,12,$240,Online,Mrs.,Afternoon,Tuesday,October,Large,High
318,2022-12-21,Aalopuri,Fastfood,$20,10,$200,Online,Mrs.,Midnight,Wednesday,December,Medium,Medium
319,2022-06-30,Frankie,Fastfood,$50,15,$750,Cash,Mr.,Afternoon,Thursday,June,Large,High
320,2023-03-18,Sugarcane Juice,Beverages,$25,7,$175,Cash,Mrs.,Afternoon,Saturday,March,Medium,Medium
321,2023-08-02,Frankie,Fastfood,$50,12,$600,Cash,Mrs.,Evening,Wednesday,August,Large,High
322,2022-05-05,Cold Coffee,Beverages,$40,11,$440,Cash,Mr.,Morning,Thursday,May,Large,High
323,2022-12-29,Aalopuri,Fastfood,$20,4,$80,Cash,Mr.,Morning,Thursday,December,Small,Low
324,2022-07-18,Sugarcane Juice,Beverages,$25,15,$375,Online,Mrs.,Night,Monday,July,Large,High
325,2023-02-03,Aalopuri,Fastfood,$20,12,$240,NULL,Mrs.,Afternoon,Friday,February,Large,High
326,2022-03-05,Sandwich,Fastfood,$60,8,$480,Cash,Mr.,Evening,Saturday,March,Medium,Medium
327,2022-11-29,Frankie,Fastfood,$50,15,$750,Cash,Mrs.,Midnight,Tuesday,November,Large,High
328,2022-06-16,Vadapav,Fastfood,$20,3,$60,Online,Mr.,Evening,Thursday,June,Small,Low
329,2023-10-01,Panipuri,Fastfood,$20,7,$140,Online,Mrs.,Afternoon,Sunday,October,Medium,Medium
330,2022-09-22,Panipuri,Fastfood,$20,8,$160,NULL,Mr.,Morning,Thursday,September,Medium,Medium
331,2022-08-21,Panipuri,Fastfood,$20,4,$80,Online,Mrs.,Evening,Sunday,August,Small,Low
332,2023-02-17,Aalopuri,Fastfood,$20,2,$40,NULL,Mrs.,Afternoon,Friday,February,Small,Low
333,2022-10-30,Sugarcane Juice,Beverages,$25,11,$275,Cash,Mrs.,Afternoon,Sunday,October,Large,High
334,2022-04-04,Cold Coffee,Beverages,$40,4,$160,Cash,Mrs.,Evening,Monday,April,Small,Low
335,2022-10-24,Cold Coffee,Beverages,$40,11,$440,Cash,Mr.,Night,Monday,October,Large,High
336,2022-03-09,Sugarcane Juice,Beverages,$25,13,$325,NULL,Mrs.,Midnight,Wednesday,March,Large,High
337,2022-10-15,Aalopuri,Fastfood,$20,14,$280,Online,Mrs.,Midnight,Saturday,October,Large,High
338,2022-06-05,Sugarcane Juice,Beverages,$25,12,$300,Cash,Mr.,Morning,Sunday,June,Large,High
339,2023-02-16,Sugarcane Juice,Beverages,$25,1,$25,NULL,Mrs.,Midnight,Thursday,February,Small,Low
340,2022-02-06,Cold Coffee,Beverages,$40,4,$160,Cash,Mrs.,Evening,Sunday,February,Small,Low
341,2023-03-19,Frankie,Fastfood,$50,9,$450,Cash,Mrs.,Evening,Sunday,March,Medium,Medium
342,2023-11-03,Vadapav,Fastfood,$20,7,$140,Online,Mr.,Afternoon,Friday,November,Medium,Medium
343,2023-01-18,Sugarcane Juice,Beverages,$25,5,$125,Cash,Mr.,Afternoon,Wednesday,January,Small,Low
344,2022-05-13,Cold Coffee,Beverages,$40,14,$560,Cash,Mr.,Night,Friday,May,Large,High
345,2022-09-05,Panipuri,Fastfood,$20,14,$280,Online,Mrs.,Night,Monday,September,Large,High
346,2023-01-31,Cold Coffee,Beverages,$40,12,$480,Cash,Mr.,Morning,Tuesday,January,Large,High
347,2022-06-24,Frankie,Fastfood,$50,7,$350,Cash,Mrs.,Afternoon,Friday,June,Medium,Medium
348,2022-09-19,Vadapav,Fastfood,$20,1,$20,Online,Mrs.,Midnight,Monday,September,Small,Low
349,2022-08-17,Panipuri,Fastfood,$20,5,$100,Cash,Mrs.,Evening,Wednesday,August,Small,Low
350,2022-09-21,Cold Coffee,Beverages,$40,8,$320,Online,Mrs.,Morning,Wednesday,September,Medium,Medium
351,2022-08-07,Frankie,Fastfood,$50,5,$250,Online,Mrs.,Night,Sunday,August,Small,Low
352,2022-05-25,Frankie,Fastfood,$50,11,$550,Cash,Mrs.,Night,Wednesday,May,Large,High
353,2022-05-18,Vadapav,Fastfood,$20,4,$80,Online,Mrs.,Midnight,Wednesday,May,Small,Low
354,2023-01-16,Panipuri,Fastfood,$20,14,$280,Online,Mr.,Midnight,Monday,January,Large,High
355,2023-03-15,Cold Coffee,Beverages,$40,4,$160,Online,Mr.,Midnight,Wednesday,March,Small,Low
356,2022-05-26,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mrs.,Night,Thursday,May,Large,High
357,2022-09-21,Sandwich,Fastfood,$60,9,$540,Online,Mrs.,Afternoon,Wednesday,September,Medium,Medium
358,2022-10-27,Aalopuri,Fastfood,$20,6,$120,Cash,Mr.,Night,Thursday,October,Medium,Medium
359,2022-08-27,Aalopuri,Fastfood,$20,13,$260,Online,Mrs.,Night,Saturday,August,Large,High
360,2022-06-10,Cold Coffee,Beverages,$40,2,$80,Online,Mrs.,Midnight,Friday,June,Small,Low
361,2022-06-30,Sandwich,Fastfood,$60,15,$900,NULL,Mrs.,Night,Thursday,June,Large,High
362,2022-12-30,Sugarcane Juice,Beverages,$25,2,$50,Cash,Mr.,Morning,Friday,December,Small,Low
363,2022-09-05,Frankie,Fastfood,$50,9,$450,Online,Mr.,Afternoon,Monday,September,Medium,Medium
364,2022-11-10,Cold Coffee,Beverages,$40,2,$80,Online,Mr.,Night,Thursday,November,Small,Low
365,2022-08-07,Panipuri,Fastfood,$20,10,$200,Online,Mr.,Night,Sunday,August,Medium,Medium
366,2022-11-30,Sugarcane Juice,Beverages,$25,10,$250,Online,Mrs.,Afternoon,Wednesday,November,Medium,Medium
367,2022-10-08,Panipuri,Fastfood,$20,6,$120,NULL,Mr.,Afternoon,Saturday,October,Medium,Medium
368,2022-08-31,Cold Coffee,Beverages,$40,2,$80,Cash,Mr.,Night,Wednesday,August,Small,Low
369,2022-03-07,Sandwich,Fastfood,$60,2,$120,Online,Mrs.,Evening,Monday,March,Small,Low
370,2022-05-28,Panipuri,Fastfood,$20,5,$100,NULL,Mrs.,Midnight,Saturday,May,Small,Low
371,2022-10-18,Vadapav,Fastfood,$20,5,$100,Online,Mrs.,Night,Tuesday,October,Small,Low
372,2022-11-19,Frankie,Fastfood,$50,12,$600,NULL,Mr.,Morning,Saturday,November,Large,High
373,2022-08-05,Sugarcane Juice,Beverages,$25,12,$300,Cash,Mrs.,Midnight,Friday,August,Large,High
374,2022-07-24,Frankie,Fastfood,$50,10,$500,Online,Mr.,Midnight,Sunday,July,Medium,Medium
375,2022-11-17,Panipuri,Fastfood,$20,13,$260,Cash,Mr.,Evening,Thursday,November,Large,High
376,2022-04-12,Frankie,Fastfood,$50,15,$750,Cash,Mr.,Midnight,Tuesday,April,Large,High
377,2022-05-20,Sugarcane Juice,Beverages,$25,3,$75,Online,Mrs.,Evening,Friday,May,Small,Low
378,2022-04-24,Vadapav,Fastfood,$20,2,$40,Cash,Mrs.,Midnight,Sunday,April,Small,Low
379,2023-02-15,Cold Coffee,Beverages,$40,14,$560,NULL,Mr.,Afternoon,Wednesday,February,Large,High
380,2022-10-20,Sandwich,Fastfood,$60,5,$300,Online,Mrs.,Afternoon,Thursday,October,Small,Low
381,2023-02-26,Vadapav,Fastfood,$20,1,$20,Online,Mr.,Morning,Sunday,February,Small,Low
382,2022-08-16,Cold Coffee,Beverages,$40,9,$360,Cash,Mrs.,Night,Tuesday,August,Medium,Medium
383,2022-06-05,Aalopuri,Fastfood,$20,7,$140,Online,Mrs.,Morning,Sunday,June,Medium,Medium
384,2022-10-22,Sugarcane Juice,Beverages,$25,1,$25,Online,Mr.,Afternoon,Saturday,October,Small,Low
385,2022-04-25,Vadapav,Fastfood,$20,5,$100,Cash,Mr.,Morning,Monday,April,Small,Low
386,2022-11-23,Frankie,Fastfood,$50,5,$250,Online,Mr.,Midnight,Wednesday,November,Small,Low
387,2023-03-17,Sugarcane Juice,Beverages,$25,14,$350,Cash,Mrs.,Midnight,Friday,March,Large,High
388,2022-09-10,Sandwich,Fastfood,$60,14,$840,Cash,Mr.,Evening,Saturday,September,Large,High
389,2022-12-22,Sandwich,Fastfood,$60,12,$720,Cash,Mrs.,Evening,Thursday,December,Large,High
390,2022-06-18,Sugarcane Juice,Beverages,$25,5,$125,NULL,Mr.,Midnight,Saturday,June,Small,Low
391,2022-04-21,Aalopuri,Fastfood,$20,1,$20,Online,Mrs.,Night,Thursday,April,Small,Low
392,2022-09-18,Aalopuri,Fastfood,$20,15,$300,Online,Mr.,Night,Sunday,September,Large,High
393,2022-02-07,Sugarcane Juice,Beverages,$25,10,$250,Online,Mrs.,Evening,Monday,February,Medium,Medium
394,2022-03-04,Sandwich,Fastfood,$60,1,$60,Cash,Mrs.,Morning,Friday,March,Small,Low
395,2023-01-31,Sandwich,Fastfood,$60,3,$180,Cash,Mrs.,Evening,Tuesday,January,Small,Low
396,2022-10-31,Frankie,Fastfood,$50,15,$750,Online,Mr.,Morning,Monday,October,Large,High
397,2022-06-07,Aalopuri,Fastfood,$20,2,$40,Online,Mrs.,Afternoon,Tuesday,June,Small,Low
398,2023-01-13,Panipuri,Fastfood,$20,6,$120,Online,Mr.,Evening,Friday,January,Medium,Medium
399,2022-06-24,Panipuri,Fastfood,$20,9,$180,Cash,Mrs.,Evening,Friday,June,Medium,Medium
400,2023-04-03,Cold Coffee,Beverages,$40,15,$600,Cash,Mrs.,Morning,Monday,April,Large,High
401,2022-11-10,Sugarcane Juice,Beverages,$25,8,$200,Online,Mrs.,Midnight,Thursday,November,Medium,Medium
402,2023-03-19,Frankie,Fastfood,$50,7,$350,Cash,Mr.,Night,Sunday,March,Medium,Medium
403,2022-09-25,Cold Coffee,Beverages,$40,3,$120,Online,Mrs.,Midnight,Sunday,September,Small,Low
404,2022-11-26,Frankie,Fastfood,$50,7,$350,Cash,Mrs.,Midnight,Saturday,November,Medium,Medium
405,2022-12-13,Sugarcane Juice,Beverages,$25,10,$250,Cash,Mr.,Night,Tuesday,December,Medium,Medium
406,2022-10-13,Cold Coffee,Beverages,$40,4,$160,Online,Mrs.,Afternoon,Thursday,October,Small,Low
407,2023-02-01,Sugarcane Juice,Beverages,$25,2,$50,Cash,Mr.,Evening,Wednesday,February,Small,Low
408,2022-05-10,Vadapav,Fastfood,$20,4,$80,Online,Mr.,Midnight,Tuesday,May,Small,Low
409,2022-09-15,Aalopuri,Fastfood,$20,9,$180,Cash,Mrs.,Morning,Thursday,September,Medium,Medium
410,2022-11-23,Aalopuri,Fastfood,$20,15,$300,Online,Mr.,Afternoon,Wednesday,November,Large,High
411,2022-11-20,Panipuri,Fastfood,$20,12,$240,Cash,Mr.,Afternoon,Sunday,November,Large,High
412,2023-09-03,Sugarcane Juice,Beverages,$25,14,$350,NULL,Mr.,Afternoon,Sunday,September,Large,High
413,2022-03-04,Aalopuri,Fastfood,$20,10,$200,Online,Mrs.,Midnight,Friday,March,Medium,Medium
414,2023-01-21,Cold Coffee,Beverages,$40,13,$520,NULL,Mr.,Night,Saturday,January,Large,High
415,2022-05-12,Vadapav,Fastfood,$20,8,$160,Online,Mr.,Evening,Thursday,May,Medium,Medium
416,2022-05-08,Sandwich,Fastfood,$60,9,$540,NULL,Mr.,Morning,Sunday,May,Medium,Medium
417,2023-01-16,Panipuri,Fastfood,$20,3,$60,Cash,Mr.,Evening,Monday,January,Small,Low
418,2022-12-11,Cold Coffee,Beverages,$40,7,$280,Online,Mr.,Night,Sunday,December,Medium,Medium
419,2022-08-10,Sugarcane Juice,Beverages,$25,14,$350,NULL,Mrs.,Midnight,Wednesday,August,Large,High
420,2023-01-30,Frankie,Fastfood,$50,13,$650,Online,Mrs.,Evening,Monday,January,Large,High
421,2023-03-24,Cold Coffee,Beverages,$40,2,$80,Online,Mr.,Midnight,Friday,March,Small,Low
422,2022-02-08,Cold Coffee,Beverages,$40,7,$280,Online,Mr.,Evening,Tuesday,February,Medium,Medium
423,2022-10-21,Frankie,Fastfood,$50,7,$350,Cash,Mrs.,Night,Friday,October,Medium,Medium
424,2022-04-21,Sugarcane Juice,Beverages,$25,9,$225,Online,Mrs.,Midnight,Thursday,April,Medium,Medium
425,2022-08-17,Panipuri,Fastfood,$20,14,$280,Online,Mr.,Afternoon,Wednesday,August,Large,High
426,2023-01-20,Frankie,Fastfood,$50,14,$700,Cash,Mr.,Midnight,Friday,January,Large,High
427,2022-05-21,Sandwich,Fastfood,$60,2,$120,Online,Mr.,Afternoon,Saturday,May,Small,Low
428,2022-12-24,Sugarcane Juice,Beverages,$25,8,$200,Online,Mr.,Afternoon,Saturday,December,Medium,Medium
429,2022-09-19,Cold Coffee,Beverages,$40,3,$120,Online,Mr.,Night,Monday,September,Small,Low
430,2022-05-11,Sandwich,Fastfood,$60,4,$240,Online,Mr.,Night,Wednesday,May,Small,Low
431,2023-03-16,Panipuri,Fastfood,$20,6,$120,Online,Mr.,Evening,Thursday,March,Medium,Medium
432,2023-03-27,Panipuri,Fastfood,$20,6,$120,Online,Mr.,Afternoon,Monday,March,Medium,Medium
433,2022-05-27,Panipuri,Fastfood,$20,14,$280,Online,Mrs.,Evening,Friday,May,Large,High
434,2022-08-21,Aalopuri,Fastfood,$20,12,$240,Cash,Mr.,Morning,Sunday,August,Large,High
435,2022-08-05,Sandwich,Fastfood,$60,1,$60,Cash,Mrs.,Afternoon,Friday,August,Small,Low
436,2023-05-01,Frankie,Fastfood,$50,10,$500,Cash,Mr.,Midnight,Monday,May,Medium,Medium
437,2022-08-31,Cold Coffee,Beverages,$40,1,$40,NULL,Mr.,Morning,Wednesday,August,Small,Low
438,2022-06-20,Cold Coffee,Beverages,$40,5,$200,Online,Mr.,Morning,Monday,June,Small,Low
439,2022-09-30,Frankie,Fastfood,$50,13,$650,Online,Mr.,Afternoon,Friday,September,Large,High
440,2022-11-28,Aalopuri,Fastfood,$20,7,$140,Cash,Mr.,Afternoon,Monday,November,Medium,Medium
441,2022-02-11,Aalopuri,Fastfood,$20,1,$20,Online,Mrs.,Midnight,Friday,February,Small,Low
442,2022-08-22,Sugarcane Juice,Beverages,$25,7,$175,Online,Mrs.,Night,Monday,August,Medium,Medium
443,2022-05-09,Sugarcane Juice,Beverages,$25,12,$300,Cash,Mrs.,Night,Monday,May,Large,High
444,2022-09-28,Frankie,Fastfood,$50,4,$200,NULL,Mr.,Evening,Wednesday,September,Small,Low
445,2022-10-22,Sandwich,Fastfood,$60,14,$840,Online,Mrs.,Morning,Saturday,October,Large,High
446,2022-08-31,Cold Coffee,Beverages,$40,9,$360,Cash,Mr.,Night,Wednesday,August,Medium,Medium
447,2023-01-17,Frankie,Fastfood,$50,6,$300,Online,Mrs.,Afternoon,Tuesday,January,Medium,Medium
448,2022-07-27,Vadapav,Fastfood,$20,6,$120,Cash,Mrs.,Evening,Wednesday,July,Medium,Medium
449,2022-09-09,Frankie,Fastfood,$50,4,$200,Cash,Mr.,Afternoon,Friday,September,Small,Low
450,2022-05-20,Sugarcane Juice,Beverages,$25,1,$25,Online,Mr.,Morning,Friday,May,Small,Low
451,2023-03-15,Sugarcane Juice,Beverages,$25,10,$250,Cash,Mrs.,Midnight,Wednesday,March,Medium,Medium
452,2022-12-25,Frankie,Fastfood,$50,5,$250,Online,Mr.,Afternoon,Sunday,December,Small,Low
453,2022-10-20,Sandwich,Fastfood,$60,1,$60,Online,Mrs.,Midnight,Thursday,October,Small,Low
454,2023-07-03,Sandwich,Fastfood,$60,1,$60,Online,Mrs.,Evening,Monday,July,Small,Low
455,2023-01-03,Cold Coffee,Beverages,$40,11,$440,Cash,Mr.,Midnight,Tuesday,January,Large,High
456,2022-12-31,Cold Coffee,Beverages,$40,13,$520,NULL,Mrs.,Night,Saturday,December,Large,High
457,2022-10-16,Cold Coffee,Beverages,$40,11,$440,Cash,Mr.,Evening,Sunday,October,Large,High
458,2022-12-09,Sugarcane Juice,Beverages,$25,8,$200,Cash,Mrs.,Midnight,Friday,December,Medium,Medium
459,2022-08-06,Vadapav,Fastfood,$20,14,$280,Cash,Mr.,Night,Saturday,August,Large,High
460,2022-11-20,Aalopuri,Fastfood,$20,2,$40,Cash,Mr.,Morning,Sunday,November,Small,Low
461,2022-07-22,Sugarcane Juice,Beverages,$25,5,$125,Cash,Mr.,Midnight,Friday,July,Small,Low
462,2022-04-24,Vadapav,Fastfood,$20,3,$60,Cash,Mr.,Morning,Sunday,April,Small,Low
463,2022-11-06,Sandwich,Fastfood,$60,6,$360,Online,Mr.,Midnight,Sunday,November,Medium,Medium
464,2022-10-18,Sugarcane Juice,Beverages,$25,13,$325,Cash,Mr.,Morning,Tuesday,October,Large,High
465,2023-01-15,Sugarcane Juice,Beverages,$25,12,$300,Online,Mr.,Evening,Sunday,January,Large,High
466,2023-11-01,Panipuri,Fastfood,$20,6,$120,Cash,Mr.,Evening,Wednesday,November,Medium,Medium
467,2022-10-17,Aalopuri,Fastfood,$20,11,$220,Online,Mr.,Morning,Monday,October,Large,High
468,2022-08-09,Panipuri,Fastfood,$20,2,$40,Cash,Mr.,Evening,Tuesday,August,Small,Low
469,2022-05-15,Sandwich,Fastfood,$60,7,$420,Online,Mrs.,Morning,Sunday,May,Medium,Medium
470,2022-09-29,Vadapav,Fastfood,$20,8,$160,Cash,Mrs.,Morning,Thursday,September,Medium,Medium
471,2023-02-13,Panipuri,Fastfood,$20,7,$140,Cash,Mrs.,Afternoon,Monday,February,Medium,Medium
472,2023-11-01,Panipuri,Fastfood,$20,10,$200,NULL,Mr.,Midnight,Wednesday,November,Medium,Medium
473,2022-04-09,Sandwich,Fastfood,$60,5,$300,Cash,Mrs.,Evening,Saturday,April,Small,Low
474,2022-08-28,Sugarcane Juice,Beverages,$25,15,$375,Cash,Mrs.,Night,Sunday,August,Large,High
475,2023-02-24,Cold Coffee,Beverages,$40,6,$240,Cash,Mrs.,Night,Friday,February,Medium,Medium
476,2023-02-02,Aalopuri,Fastfood,$20,10,$200,Cash,Mr.,Morning,Thursday,February,Medium,Medium
477,2023-02-13,Sandwich,Fastfood,$60,15,$900,Cash,Mrs.,Midnight,Monday,February,Large,High
478,2022-12-27,Sugarcane Juice,Beverages,$25,9,$225,Cash,Mrs.,Afternoon,Tuesday,December,Medium,Medium
479,2023-02-13,Sandwich,Fastfood,$60,11,$660,Cash,Mrs.,Afternoon,Monday,February,Large,High
480,2022-02-10,Vadapav,Fastfood,$20,12,$240,Cash,Mr.,Evening,Thursday,February,Large,High
481,2022-10-29,Sugarcane Juice,Beverages,$25,4,$100,Cash,Mr.,Evening,Saturday,October,Small,Low
482,2023-01-31,Aalopuri,Fastfood,$20,1,$20,Online,Mr.,Afternoon,Tuesday,January,Small,Low
483,2022-04-27,Panipuri,Fastfood,$20,9,$180,Cash,Mrs.,Morning,Wednesday,April,Medium,Medium
484,2023-03-21,Cold Coffee,Beverages,$40,5,$200,Cash,Mrs.,Afternoon,Tuesday,March,Small,Low
485,2023-02-26,Aalopuri,Fastfood,$20,6,$120,Cash,Mrs.,Midnight,Sunday,February,Medium,Medium
486,2023-02-14,Vadapav,Fastfood,$20,6,$120,Cash,Mrs.,Midnight,Tuesday,February,Medium,Medium
487,2022-05-27,Sandwich,Fastfood,$60,9,$540,Cash,Mrs.,Midnight,Friday,May,Medium,Medium
488,2022-09-21,Cold Coffee,Beverages,$40,10,$400,Cash,Mr.,Midnight,Wednesday,September,Medium,Medium
489,2023-03-02,Frankie,Fastfood,$50,13,$650,Online,Mrs.,Evening,Thursday,March,Large,High
490,2022-12-26,Cold Coffee,Beverages,$40,8,$320,Cash,Mr.,Morning,Monday,December,Medium,Medium
491,2022-05-31,Vadapav,Fastfood,$20,2,$40,Online,Mrs.,Midnight,Tuesday,May,Small,Low
492,2022-11-07,Sandwich,Fastfood,$60,15,$900,Cash,Mr.,Afternoon,Monday,November,Large,High
